"File Name","Image Agent Name#1","Image Agent Type#1","Image Agent Role#1","Image Title#1","Image Title Type#1","Image Description#1","Subject Term#1","Subject Type#1","Subject Vocab#1","Subject Refid#1","Subject Term#2","Subject Type#2","Subject Vocab#2","Subject Refid#2","Location Name 1#1","Location Type 1#1","Location Vocab 1#1","Location Refid 1#1","Location Extent 1#1","Location Name 2#1","Location Type 2#1","Location Vocab 2#1","Location Refid 2#1","Location Extent 2#1","Location Name 3#1","Location Type 3#1","Location Vocab 3#1","Location Refid 3#1","Location Extent 3#1","Location Name 4#1","Location Type 4#1","Location Vocab 4#1","Location Refid 4#1","Location Extent 4#1","Location Name 5#1","Location Type 5#1","Location Vocab 5#1","Location Refid 5#1","Location Extent 5#1","Collection Name#1","Work Repository Holding Institution#1","Image Rights#1","Image Measurement#1","Image Measurement Type#1","Image Measurement Unit#1","Image Date#1","Image Date Type#1","Image Work Type#1","Image Work Type Vocab#1","Image Work Type Refid#1","Work Agent Name#1","Work Agent Name Vocab#1","Work Agent Name Refid#1","Work Agent Name Type#1","Work Agent Role#1","Work Agent Role Vocab#1","Work Agent Role Refid#1","Work Title#1","Work Title Type#1","Creation Date#1","View Date#1","Creation Date#2","View Date#2","Material#1","Material Type#1","Material Vocab#1","Material Refid#1","Technique#1","Technique Vocab#1","Technique Refid#1","Work Type#1","Work Type Vocab#1","Work Type Refid#1","Relation Type#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"mac_u04002.tif","Oliver, Daniel","personal","scanning technician","Frieze on a fountain at the Certosa del Galluzzo","generalView","Pencil sketch of a frieze on a fountain in the courtyard of the Certosa del Galluzzo near Florence, Italy","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Italy","geographic","lcsh","n 79021783","nation","Florence (Italy)","geographic","lcsh","n 79027120","inhabited place","Certosa del Galluzzo (Florence, Italy)","corporate","naf","n 80119870","religious complex","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","116,303,432","fileSize","bytes","2007-09-26","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Frieze on a fountain in the Courtyard of the Certosa near Florence","creator","1886-06-15","1886-06-15","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","197437","4779","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~197437~"
"mac_04055.tif","Rojas-Sanders, Alex","personal","scanning technician","Front portal of the Cremona Cathedral","generalView","Watercolor of the front portal, Cremona Cathedral","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Italy","geographic","lcsh","n 79021783","nation","Cremona (Italy)","geographic","lcsh","n 80106752","inhabited place","Cattedrale di Cremona","corporate","naf","n 87877395","place of worship","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","139,631,156","fileSize","bytes","2007-08-09","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Cremona Cath[edral]. Front Portal","creator","","1888","","","watercolor (paint)","medium","aat","300015045","painting (image-making)","aat","300054216","watercolors (paintings)","aat","300078925","relatedTo","197023","4779","mac_04055.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~197023~111089"
"mac_04036b.tif","Rojas-Sanders, Alex","personal","scanning technician","Frontal view of palazzo in Naples","generalView","Pencil sketch on watercolor background of palazzo in Naples","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Italy","geographic","lcsh","n 79021783","nation","Naples (Italy)","geographic","lcsh","n 79015689","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","35,982,500","fileSize","bytes","2007-08-10","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Palazzo, Naples","creator","1886-03-30","1886-03-30","","","mixed media","medium","aat","300163347","mixed media","aat","300163347","mixed media","aat","300163347","relatedTo","197257","4779","mac_04036b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~197257~111083"
"mac_u06009.tif","Oliver, Daniel","personal","scanning technician","Furniture in state saloon, Czar of Russia's yacht ""Lividia""","generalView","Drawing from the State Saloon in the Czar of Russia's Yacht ""Livadia"" featuring Louis Seize-style furniture: bergère chair with the Czar's double-eagle crest, table with tablecloth and table urn, ottoman and unidentified piece of floor furniture with detail of the goût grec wall design behind it","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","","","","","","","","","","","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","161,627,504","fileSize","bytes","2007-10-24","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Furniture in State Saloon, Czar of Russia's Yacht ""Livadia""","creator","","","","","ink","medium","aat","300015012","drawing (image-making)","aat","300054196","","aat","","relatedTo","198661","4779","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~198661~"
"mac_u06018bk.tif","Oliver, Daniel","personal","scanning technician","Geometric box shapes","generalView","Unfinished perspective sketch of geometric box shapes","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","","","","","","","","","","","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","149,488,744","fileSize","bytes","2007-10-25","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","1st session [Geometric box shapes]","creator","","1879?","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","198805","4779","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~198805~"
"mac_u06004.tif","Oliver, Daniel","personal","scanning technician","Geometric cube","generalView","Ink drawing of projection of geometric cube on inclined plane with sections at angle of 13 degrees","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","","","","","","","","","","","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","182,171,192","fileSize","bytes","2007-10-24","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Solid Geometry. Sheet 5. Projection of Cube on inclined plane with sections at an angle of 13 degrees","creator","1879-02-04","1879-02-04","","","ink","medium","aat","300015012","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","198571","4779","mac_u06004.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~198571~111281"
"mac_u06003.tif","Oliver, Daniel","personal","scanning technician","Geometric sectional projection of plane","generalView","Watercolor of geometric sectional projection on upper plane","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","","","","","","","","","","","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","181,267,032","fileSize","bytes","2007-10-24","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","No. 5 Sectional Projection on Upper Plane","creator","1879-02-19","1879-02-19","","","watercolor (paint)","medium","aat","300015045","painting (image-making)","aat","300054216","watercolors (paintings)","aat","300078925","relatedTo","198553","4779","mac_u06003.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~198553~111279"
"mac_05078.tif","Oliver, Daniel","personal","scanning technician","Greek figure","generalView","Pencil drawing of Greek sculpture depicting a draped figure","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Italy","geographic","lcsh","n 79021783","nation","","","","","","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","184,544,952","fileSize","bytes","2007-10-11","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Greek sculpture","creator","","1886-1888?","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","198067","4779","mac_05078.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~198067~111275"
"mac_u01012.tif","Rojas-Sanders, Alex","personal","scanning technician","Hexagonal Pulpit of St. Eustache","generalView","Pencil drawing of hexagonal pulpit of St. Eustache church, Paris, France","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","France","geographic","lcsh","n 79006404","nation","Paris (France)","geographic","lcsh","n 79058874","inhabited place","Saint-Eustache (Church : Paris, France)","corporate","naf","no 96040851","place of worship","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","35,262,376","fileSize","bytes","2007-05-24","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Hexagonal Pulpit. St. Eustache. Paris","creator","1886-03-16","1886-03-16","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","195151","4779","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~195151~"
"mac_01015c.tif","Rojas-Sanders, Alex","personal","scanning technician","Hotel de Ville at Dijon","generalView","Pencil drawing of the hotel de Ville at Dijon, France","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","France","geographic","lcsh","n 79006404","nation","Dijon (France)","geographic","lcsh","n 79065184","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","36,357,872","fileSize","bytes","2007-05-01","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","At the Hotel de Ville, Dijon","creator","1886-03-20","1886-03-20","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","194485","4779","mac_01015c.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~194485~110960"
"mac_01002a.tif","Rojas-Sanders, Alex","personal","scanning technician","House at Dysart","generalView","Pencil drawing of a house in Dysart, Scotland.","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Scotland","geographic","lcsh","n 79123936","nation","Dysart (Scotland)","geographic","lcsh","n 88278791","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","57,209,460","fileSize","bytes","2007-05-18","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","At Dyfont","creator","1883-08-29","1883-08-29","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","194917","4779","mac_01002a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~194917~110944"
"mac_02013.tif","Rojas-Sanders, Alex","personal","scanning technician","House at Oxford","generalView","Pencil drawing of house at Oxford, England","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","England","geographic","lcsh","n 82068148","nation","Oxford (England)","geographic","lcsh","n 79065853","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","143,661,624","fileSize","bytes","2007-06-01","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","[House] At Oxford","creator","1885-07-26","1885-07-26","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","195709","4779","mac_02013.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~195709~110991"
"mac_03039c.tif","Rojas-Sanders, Alex","personal","scanning technician","House at South Petherton, England","generalView","Watercolor & pencil sketch of house at South Petherton, (Somerset) England","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","England","geographic","lcsh","n 82068148","nation","Somerset (England)","geographic","lcsh","n 80131990","administrative subdivision","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","44,827,120","fileSize","bytes","2007-08-09","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","At South Petherton","creator","1887-07-25","1887-07-25","","","mixed media","medium","aat","300163347","mixed media","aat","300163347","mixed media","aat","300163347","relatedTo","196915","4779","mac_03039c.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~196915~111028"
"mac_02026.tif","Rojas-Sanders, Alex","personal","scanning technician","House in Somerton","generalView","Pencil drawing of house in Somerton, South Somerset, England","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","England","geographic","lcsh","n 82068148","nation","Somerton (Somerset, England)","geographic","lcsh","n 85050894","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","142,496,048","fileSize","bytes","2007-06-08","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","House at Somerton","creator","1887-08-01","1887-08-01","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","196069","4779","mac_02026.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~196069~111003"
"mac_04011.tif","Rojas-Sanders, Alex","personal","scanning technician","House of C. Cornelio Rufo, Pompeii","generalView","Pencil sketches (with watercolor background) of the house of C. Cornelio Rufo in Pompeii (including drawings of pedestals of a table, a bust of a winged mythological beast with a ram's head , and an ornament in the house)","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Italy","geographic","lcsh","n 79021783","nation","Pompeii (Extinct city)","geographic","lcsh","sh 85104771","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","143,756,240","fileSize","bytes","2007-08-10","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","House of C. Cornelio Rufo Pompeii","creator","1886-04-10","1886-04-10","","","mixed media","medium","aat","300163347","mixed media","aat","300163347","mixed media","aat","300163347","relatedTo","197113","4779","mac_04011.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~197113~111066"
"mac_03039a.tif","Rojas-Sanders, Alex","personal","scanning technician","Houses in Axbridge","generalView","Pencil & watercolor sketch of houses in Axbridge (Somerset, England)","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","England","geographic","lcsh","n 82068148","nation","Somerset (England)","geographic","lcsh","n 80131990","administrative subdivision","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","44,917,708","fileSize","bytes","2007-08-09","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Houses in Axbridge","creator","","1887-08-13?","","","mixed media","medium","aat","300163347","mixed media","aat","300163347","mixed media","aat","300163347","relatedTo","196879","4779","mac_03039a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~196879~111026"
"mac_05029.tif","Rojas-Sanders, Alex","personal","scanning technician","Human figure and floral design from Monument of the Count de Borgnival","generalView","Pencil drawing of human figure and floral design from Monument of the Count de Borgnival, 16th century Flemish, Breda, Netherlands","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Netherlands","geographic","lcsh","n 78085423","nation","Breda (Netherlands)","geographic","lcsh","n 80131793","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","143,548,784","fileSize","bytes","2007-05-18","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","From the Monument of Count de Borgnival. Flemish 16th century","creator","1885-01","1885-01","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","195061","4779","mac_05029.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~195061~111101"
"mac_05060.tif","Oliver, Daniel","personal","scanning technician","Inlay designs at Monument to Cardinal Guglielmo de Bray","generalView","Watercolor of inlay details at Monument to Cardinal Guglielmo de Bray in Orvieto, Italy","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Italy","geographic","lcsh","n 79021783","nation","Orvieto (Italy)","geographic","lcsh","n 80113657","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","143,482,940","fileSize","bytes","2007-10-12","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Details of Monument to Cardinal Guglielmo di Brabe","creator","","1886?","","","watercolor (paint)","medium","aat","300015045","painting (image-making)","aat","300054216","watercolors (paintings)","aat","300078925","relatedTo","198139","4779","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~198139~"
"mac_03042.tif","Rojas-Sanders, Alex","personal","scanning technician","Interior & ceiling of the Lytes Cary Manor House","generalView","Pencil drawing of ceiling & interior of the Lytes Cary Manor House","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","England","geographic","lcsh","n 82068148","nation","Somerset (England)","geographic","lcsh","n 80131990","administrative subdivision","Lytes Cary Manor (England)","corporate","naf","sh2001007960","residential structure","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","143,251,348","fileSize","bytes","2007-07-13","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Lytes Cary Manor House. Interior","creator","1887-07-28","1887-07-28","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","196699","4779","mac_03042.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~196699~111030"
"mac_02036b.tif","Rojas-Sanders, Alex","personal","scanning technician","Interior of Bruton Church","generalView","Pencil and watercolor rendering of Bruton Church interior, Bruton, Somerset, England","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","England","geographic","lcsh","n 82068148","nation","Bruton (England)","geographic","lcsh","n 88238071","inhabited place","","","","","","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","44,225,692","fileSize","bytes","2007-06-08","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Bruton Church. Interior","creator","1887-07-06","1887-07-06","","","mixed media","medium","aat","300015012","mixed media","aat","300163347","mixed media","aat","300163347","relatedTo","196105","4779","mac_02036b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~196105~111007"
"mac_01027.tif","Rojas-Sanders, Alex","personal","scanning technician","Interior of South Transept Gable of Dryburgh Abbey","generalView","Pencil drawing of the interior of south transept gable of Dryburgh Abbey, Dryburgh, Scotland","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","Scotland","geographic","lcsh","n 79123936","nation","Dryburgh (Scotland)","geographic","lcsh","n 88056508","inhabited place","Dryburgh Abbey (Dryburgh, Scotland)","corporate","naf","n 85077808","religious complex","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","143,775,296","fileSize","bytes","2007-05-01","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Dryburgh Abbey. Interior of S[outh] Transept Gable","creator","1884-07-24","1884-07-24","","","graphite (mineral)","medium","aat","300011098","drawing (image-making)","aat","300054196","drawings (visual works)","aat","300033973","relatedTo","194503","4779","mac_01027.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~194503~110971"
"mac_u06008.tif","Oliver, Daniel","personal","scanning technician","Interior of St. Mary's Church","generalView","Watercolor of Norman interior of St. Mary's Church, Tissington, Derbyshire, England","architectural drawings (visual works)","descriptiveTopic","aat","300034787","grand tours","descriptiveTopic","aat","300054796","England","geographic","lcsh","n 82068148","nation","Derbyshire (England)","geographic","lcsh","n 50000477","administrative subdivision","Tissington (England)","geographic","lcsh","no2009035631","inhabited place","","","","","","","","","","","Thomas MacLaren Collection of Architectural Drawings","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","149,535,448","fileSize","bytes","2007-10-24","other","digital image","aat","300215302","MacLaren, Thomas, 1863-1928","naf","no2007052477","personal","artist","aat","300025103","Norman interior","creator","","188?","","","watercolor (paint)","medium","aat","300015045","painting (image-making)","aat","300054216","watercolors (paintings)","aat","300078925","relatedTo","198643","4779","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~36~36~198643~"
